"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/strategikal/recommended/283000/","strategikal","Strategikal","http://steamcommunity.com/id/strategikal/","1935 products in account","A first impressions review. I've just played my first game without bothering to do the tutorial or read the manual. Of course I lost, but my point is that it's easy enough to figure out how to play it as you go along. Sure, there's things I still don't understand, but my first impression is that it's a quick, fun and easy game to play, even if you don't fully understand everything that's going on.\n\nSome of the game mechanics are a little unusual, but simple enough once you get used to them. Navies are just set and forget, you send them to a sea area and they conduct battles on their own, so there's no naval manoeuvring as such, which is convenient if you just want to concentrate on the land combat. Multiple units can attack an enemy simultaneously, which is a nice touch.\n\nIt's a strategic level game of course, as the title indicates, so you have to deal with research, production, supply and so on. I didn't learn much about them in my first game but they seem straightforward enough. Compared to Hearts of Iron or Making History, this is a tiny game that focuses just on Europe. In spite of its relative simplicity (or perhaps because of), this is a great way to experience the European theatre of WW2 quickly, possibly in one sitting, which makes a nice change from games that take weeks to play.\n\nAs is typical of wargames, the graphics are hardly state of the art, but they are quite functional, and the game is highly playable as a result. They actually look better (sharper and clearer) than the screenshots above when you play it. There are options to display the map and units in different ways so you can choose the one you like the best.\n\nSome have said that the interface is confusing but it seems straightforward enough to me. Once you become familiar with it you should have no problems. Others have reported crashes and bugs, but I've encountered none so far (I've been playing it on Win XP). Some also say the music is terrible but it sounds fine to me. Maybe they just don't like the style? You can turn it off of course, if you don't like it.\n\nTo sum up, this is a fairly simple (but not too simple) game of WW2 in Europe, which can be played quickly and easily on a smallish map. It would suit anyone who's interested in WW2 and wants to replay the entire war quickly and easily, without the insane depth and complexity of games like HOI. As such I think it's an ideal introduction for newcomers to strategic scale wargames.","April 7, 2014","true","2.6"," 90 of 110 people (82%) found this review helpful","82","90","110","0","1"
"http://steamcommunity.com/profiles/76561198167552960/recommended/283000/","76561198167552960","sio467","http://steamcommunity.com/profiles/76561198167552960/","3 products in account","This is a turn based, grand strategic, WWII game that can be played to conclusion over a weekend.  If you prefer real time, micro management, or first person shooter games, this one is not for you.\n\nI rate the game 9 / 10.\n\nThere are numerous negative reviews about this game and before I purchased the game, I read every single review.  Personally, the negaitve reviews are just a big ole bunch of whining.  Here's why:\n\n1) The game will crash.   So what?   Save often or upgrade your PC. FYI autosave happens at the end of every turn.\n\n2) The navigation and unit commands are unusual.   So what?   Read the manual, its full of useful information.  Invest the time to learn how to play the game.\n\n3) The balance of play is unsatisfactory (i.e. USSR tank armies are too strong,  German forces are overwhelming).   So what?   Mod the game to your liking or figure out how to win.\n\n\nHere's why I LOVE THIS GAME.....\n\n1) It is a labratory of history.  What if Operation Sea Lion or Operation Felix were successful?  What if Germany developed an atomic weapon?  What if the Italians stayed out of Greece?  What if Spain entered the war?  What if the Warsaw uprising of 1944 held and the city reverted to Allied control in between the German and Red Armies? All of these contingencies can be played out in this game.\n\n2)  Great value for the price.  Steam just lowered the price too.\n\n3)  Takes me back to fond memories of other great grand strategic WWII wargames:  Third Reich (AH), Storm Accross Europe (C64) and High Commannd (IBM-DOS).  Anybody remember these?\n","June 19, 2015","true","566.2"," 72 of 90 people (80%) found this review helpful 4 people found this review funny","80","72","90","4","2"
"http://steamcommunity.com/id/Whiteswart/recommended/283000/","Whiteswart","Whiteswart","http://steamcommunity.com/id/Whiteswart/","1424 products in account","In short, don't! There are too little content for its price. I can buy two Paradox games of much greater capabilities with the same amount of money. And I suggest you to look the other way, as well.\n\nNow, what is it all about? WW2 in Europe, of course. But the title is not quite right, though. From where I stand, the "Strategic" elements in this game are its weakest spot, and you know what is the strongest? Well, the strongest will be the interface. There are not much to do but to build units, send them to direct battles and... idling for more resources. There are a "Diplomacy" button in the hud, yes... but forget about it! It is useless because there are no chance you'll get Diplomacy Points until the point you don't need them already. I mean, there are really exist a possibility to play for no-big countries like Greece or Romania, or even Ireland! But there are not a chance you'll change the course of history by playing one of them.\n\nGame mechanic is quite simple, but that's not so good trait, as you can think (as I thought buying this lame piece of code). Every country has "Resources" and a counter how fast they restock. Those "resources" in fact a single digital, and it can only be improved by conquering other lands. And if you choose Ireland , well... grab some popcorn, the only button you'll ever need is "End turn". That's a bugger, really, as there are dozen f2p facebook games, where you can actually build up your power, improving digits of manpower, morale, etc... And I'm not talking about "Hearts of Iron" or even "Civilization". This "Strategic War in Europe" in fact is dumber than f2p facebook games!\n\nAbout changing the course of history there. Let's suppose you're playing for France, and destroyed Nazi for good, defeat Germany in the early 1941. Italy becomes the leader of Axis, you defeat them as well... but at this time, Bulgary joins the Axis and becomes the leader of Axis, after defeat of Italy! Bulgary! Yeah, Very Realistic game mechanic, which reacts properly on every change in alignment. My Back!\n\nI'm not done speaking about mechanics, sorry for my rudeness. So, you have "resources" digit, it will raise with time passing, while you still have some land on your side of border. With those resources you buying units (ground, air and naval), and you can also spend some to hurry the researchers. A vague relate to Paradox titles, those researches are "infantry", "tanks", "air", "subs", "naval" and "nuclear", with tiers from 0 to 5 (although nuke has only 0/1 tier). Now! You have some units from the start, you can build more, you can transport them via railroads or boats from one end of Europe to another... in theory. In fact, you'll probably not ever use railroads or embarkment, unless you'll choose USA or England (neither of them is recommended). Basically, you just get what you have, and march on enemy lines, with some common-knowledge maneuvers, like to cut Maginot line through Belgium, And even there, in the armies basic management, we have a big disadvantage. The map is SMALL! Forget about limitrophes like Estonia! Christ, the POLAND has only 2! cities there, Warsaw and Lvov! And there are an achievement, to defend Warsaw for 5 turns. How?! The Germany always start first, so by the time you get the wheel, there are only two white-and-red ground units, so that's impossible to hold even two! rounds for Poles, no matter what you'll do (unless you'll cheat it some weird way).\n\nOkay, let's summarize:\n\n+ easy to start with, mere interface, obvious goals\n\n+ the events in the game goes along with the history books, well, except in more primitive view. Much more primitive and one-way scripted, really.\n\n- the major strategy is always build some tanks and rush to enemies cities. No artillery, very basic usage of air forces, almost useless fleets... And forget about spies and diplomacy!\n\n- the only chance to get more resources is to capture some cities, and capturing them feels... no, it doesn't provide any feelings, you're just pointing square A (your tank) above square B (any city). Booring!\n\n- the game is weak as strategy, but the achievements... well, they're the worst thing that game have, if not minding the price. Like to build 1K submarines, or infantry units. While game prompts, that it will count that thousand of units along all sessions, in truth, you need to finish that in one session, or the counter will reset. And there are absolutely no chance to have enough resourses to build that many. And I'm not even speaking about nukes there... To be frank, there is no legit way to complete achievements. Some use SAM about that game, and I can't really blame them, even if I hate SAM myself.\n\n- and what finished me, is the backup the devs give to the complaints. Just look at the community hub about the game, read some discussions, to make your own impression.\n\nMark 4.2/10 - "lame". I recommend you to stay with Hearts of Iron and Civilization titles, for way better experience. And if you are up to something different, find two KOEI games: "Operation Europe: Path to Victory" and "PTO: Pacific theather of operation". Despite the fact they were made more than 20 years ago, they a Way deeper as strategies (than this "Strategic War in Europe") and in terms of visuals, well, almost the same thing.","September 24, 2015","false","35.8"," 43 of 52 people (83%) found this review helpful","83","43","52","0","3"
"http://steamcommunity.com/profiles/76561198020043443/recommended/283000/","76561198020043443","nmargie21122","http://steamcommunity.com/profiles/76561198020043443/","128 products in account","A decent entry level strategy game. While not as deep as games such as Hearts of Iron, it offers a fair amount of depth. Things like research and diplomacy are in the game, but not so detailed or timed consumer that they take away from the game. If you are looking for something fun that can be played in a few sittings then consider Strategic war in Europe.\n\nKey points of the game\n\nUnit types:\n\nThe types of units include Infantry, Mechanized, Armor, Airborne, Fighters, tactical bombers, strategic Bombers, and a verity of Naval units. Land units (except Airborne which are corps) can be bought as either army or corps. Armies are bigger and thus cost more. Depending on the size and type of unit it will be ready for deployment in 1 - 3 turns.\n\nResearch:\n\nPlayers can research, infantry, armor airplanes, navel, subs and nuclear bombs.  Nuclear bombs are only one level (you either have them or you don't) and once you do you gain a bomb every few turns which can be dropped by one of your strategic bombers.\nAll the others  come in five levels (some countries start at higher levels than others) and each level needs 100 points to reach. Players spend production points to increase research effort in the area of their choice. Any area can have up to three investments (represented by light bulbs), the first one cost 200, but the price for future ones goes down as the research gets closer to the 100 mark. For example if you buy all three investments upfront it will cost you 600 (3 * 200); but if you buy the initial 200 and wait a few turns the next investment might only cost 170. I seen it go as low as 30 when it was 87 out of the 100 needed. Of course once 100 is reached that level is unlocked and all the light bulbs go out and the player must start investing again\nNukes work slightly differently, there is only one level that needs 800 point and the initial investment is 1000 production points.\nAs new levels unlock better units can be bought at an increased price. For example if you ahve 4 levels of infantry unlocked you can buy them at any of those four levels.\n\nMod support:\n\nWhile there is not allot of stuff in the workshop yet the game does allow for mods. Want to change something, simply ask the developers on the forums and they will point you in the right direction. They even explain to one user how to remove the turn limit\n\nScenarios:\nThere are a great number of scenarios included; ranging from beginning of D-day (13 turns) to full campaign (70 turns). Other options start with Operation Barbarossa and even a what if, that has the Allies fighting the Russians after the fall of Germany\n\nPlay as any country or countries:\nOne thing I really like is the ability to play as multiple countries. Where most games let you only play one, here you can play as many as you like. This really helps in saturations like the invasion of Russia where in many games the players German troops get stuck behind the AI Italian or minor axis allies forces.  In fact if you want to play as all the axis, all the allies or as Russia there is even a quick start where you pick a faction and control all the nations in it\n\nDifficulty set by country:\n\nYou can set the difficulty level for each country in the game. The different levels adjust how much income the nations receives. This allows you to boost or subtract from nations for some interesting what if. Say the Italian economy was more in line with the other nations, or America was not the economic powerhouse that it turned out to be.\n\nCONS:\n\nLike any game Strategic War in Europe does come with its faults. The two biggest are: Random crashes and achievements not opening up. In both cases the developers are on the forums discussing the issues and are actively working the solution","May 27, 2014","true","15.5"," 39 of 49 people (80%) found this review helpful","80","39","49","0","1"
"http://steamcommunity.com/profiles/76561198034796217/recommended/283000/","76561198034796217","jfandl55","http://steamcommunity.com/profiles/76561198034796217/","83 products in account","This game is very much in need of patches.  there is so many little bugs along with some real big one's.\n\nIt's almost like it's a half finished beta.  If it ever gets fixed it's going to be a outstanding game but for now don't buy it.\n\nOh and if you do buy it,   save your game alot as it crashes,,,,,,,alot.","November 10, 2014","false","12.5"," 46 of 62 people (74%) found this review helpful","74","46","62","0","0"
"http://steamcommunity.com/profiles/76561198028077495/recommended/283000/","76561198028077495","Obi Wan Wiki","http://steamcommunity.com/profiles/76561198028077495/","9 products in account","As a fan a WWII strategy games I decided to give SWiE a try. The game has several playable scenarios and you can play as any of the axis or allied countries (or multiple). Overall the game is fun and the ability to play different countries makes playing multiple games interesting. You can also choose to nerf or boost individual countries. The game also incorporates some of the historical treaties and invasions of WWII and prompts a player to follow history or go a different way. Playing a single scenario may take 5-10 hours.\n\nA strength of the game is the number of combinations of land, air, and sea units. Land units can be pne of three: infantry, mechanized, or armor. Air units include fighters, tactical bombers, and stategic bombers. Sea units include three types of the following: subs, cruisers, aircraft carriers, and battle ships. These different types coupled with indiviudal unit strengths, levels, experience, and the ability to assign a handful of historical commanders to some of the units creates a variety of attacking strengths.\n\nThe negatives would be the AI, lack of Pacific Theater and network play. The AI is fair adept but after replaying it becomes easier and easier to counter upcoming moves. However, this AI is far superior to the AI in the Hasbro Axis and Allies game. The game would be greatly enhanced if the map were expanded to include the Japanese empire. By far the biggest downfall of the game is the ability to play against others online...you simply can't. The game has a play by email option which is almost laughable. I guess they figured nobody would be willing to find someone to play long enough to finish a scenario. Too bad the game makers didn't break down the scenarios into smaller chunks and add network games.\n\nIf you are fan of the Axis and Allies board game and looking for a good strategy game, this is a good choice. I would rate it an 8 out of 10.","December 6, 2014","true","137.7"," 25 of 30 people (83%) found this review helpful","83","25","30","0","0"
"http://steamcommunity.com/profiles/76561197981646539/recommended/283000/","76561197981646539","Bunks","http://steamcommunity.com/profiles/76561197981646539/","40 products in account","The game has the feel like the old avalon hill "Rise and Decline of the 3rd Riech" which was an alltime favorite. However, the game is an unfished product. Bugs are pretty common, but also crashes on a regular basis. The naval system, is pretty much broken and or the map data is corrupt. Play wise, I would highly recommend this game, but its still one or two patches away from a finished product. Can't recommend it for that but so close to being a great game.","May 23, 2014","false","78.2"," 33 of 45 people (73%) found this review helpful","73","33","45","0","2"
"http://steamcommunity.com/profiles/76561198033473318/recommended/283000/","76561198033473318","Mikolaj","http://steamcommunity.com/profiles/76561198033473318/","999 products in account","The game is easy to pick up but at the same time allows you enough freedom and has enough depth to be enjoyable over many replays. You can take command of any of the countries represented in European theatre of WW2, including the small ones, you can also direct several countries, so if you want to e.g. control all Axis, it is possible. The economy and research are very simple, with the main stress placed on combat. The basic scale is corps size, but you can divide and merge units too, which gives a lot of control. In the spirit of simplicity the game displays actual effective strength, not the size of the unit, so you do not need to calculate things like lack of supply commanders etc. Land combat works really well, even modelling things like sieges. Unfortunately naval combat is a bit obscure and boring (especially sub raiding, with the results hidden in advanced reports and not displayed). Still, the game is really fun, easy to mod and occupies the middle ground between simplistic and very complicated wargames.","March 23, 2014","true","5.3"," 41 of 59 people (69%) found this review helpful","69","41","59","0","0"
"http://steamcommunity.com/profiles/76561198068253639/recommended/283000/","76561198068253639","The 69th Doctor","http://steamcommunity.com/profiles/76561198068253639/","138 products in account","I think this is a great game, and with a bit of work, a great W.I.P. Of course, there are part's of this game that are lacking, however as long as you come into it just wanting to have a bit of fun rather than put exceptionally high standerd's on this, it's a pretty fun strategy game. I truley believe with some more work this can easily be an amazing strategy game, maybe one of the best Hex-based too.\n\nPros: Easy to learn\nPlay as many countries that were not just "The big ones" such as Turkey, Finnland, Iraq Etc Etc\nHistory Friendly (Unless you feel devilish and decied to follow a different path)\nInteresting research aspect\nCan be modded quite easily\n\nCons: Can be very hard, even on Super Easy, depending on who you play as\nOne map...\nNo random generated map (Would be interesting to see this appear)\nModding the game can be frustrating as not always will it work\n\nTL;DR: Overall a fun game. Could use some touch up's here and there, but as long as your expectations are not high, can easily provide hours of WW2 fun","May 3, 2014","true","15.2"," 32 of 44 people (73%) found this review helpful","73","32","44","0","0"
"http://steamcommunity.com/profiles/76561198005650043/recommended/283000/","76561198005650043","jpanzitta","http://steamcommunity.com/profiles/76561198005650043/","9 products in account","I must agree with others on here.  As much as I wanted to like this game I cannot.  I read that this game was published in 2012.  It is hard to beleive.  It really plays like it was made in the late 90's.  The tutoral is so bad they actaually tell you that is you get lost and cannot proceed you need to restart the tutoral.  The tutoral is just a bunch of pop up windows that you need to read. I also had a problem with the Steam install.  I had to uninstall and re-install several times before it would actaully work.  I finally started playing my first game and it locked up several turns in.  I had to re-boot the PC.  That is when I lost interest.","March 24, 2014","false","12.0"," 42 of 64 people (66%) found this review helpful","66","42","64","0","0"
